Mã đơn hàng,Mã NPL,Mã LSX,SL LSX,Tổng đã xuất
DYC-CH1-220506-Le Rouge-Opt01,9-B03680-WHI-00-HN,PYC-168-PHOI,16.0,16.0
DYC-CH1-220506-Le Rouge-Opt01 Kids,9-B03680-WHI-00-HN,PYC-162-THUDUC,8.0,8.0
DYC-CH1-220506-Le Rouge-Opt02,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt03,9-B03680-WHI-00-HN,PYC-168-PHOI,16.0,16.0
DYC-CH1-220506-Le Rouge-Opt04,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt05,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt06,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt07,9-B03680-WHI-00-HN,PYC-163-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt08,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt09,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt10,9-B03680-WHI-00-HN,PYC-162-THUDUC,3.9,3.9
DYC-CH1-220506-Le Rouge-Opt11,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220506-Le Rouge-Opt12,9-B03680-WHI-00-HN,PYC-162-THUDUC,4.0,4.0
DYC-CH1-220507-James Blunt,9-B03680-WHI-00-HN,PYC-05-PHOI,9.6,9.6
DYC-CH1-220509-DAHU - Celliers de Slon,9-B03680-WHI-00-HN,PYC-13-PHOI,20.0,20.0
DYC-CH1-220513-Hotel Adler,9-B03680-WHI-00-HN,PYC-101-PHOI,10.0,10.0
DYC-CH1-220513-Medran,9-B03680-WHI-00-HN,PYC-318-PHOI,4.0,4.0
DYC-CH1-220513-Moto Club Cossonay-Opt03,9-B03680-WHI-00-HN,PYC-15-PHOI,4.0,4.0
DYC-CH1-220513-Moto Club Cossonay-Opt04,9-B03680-WHI-00-HN,PYC-28-PHOI,4.0,4.0
DYC-CH1-220517-Camping de la Piscine,9-B03680-WHI-00-HN,PYC-51-PHOI,3.8,3.8
DYC-CH1-220520-Locaclim SA,9-B03680-WHI-00-HN,PYC-73-PHOI,3.8,3.8
DYC-CH1-220530-Swiss Red Cross Ball-Opt01,9-B03680-WHI-00-HN,PYC-83-THUDUC,24.0,24.0
DYC-CH1-220530-Swiss Red Cross Ball-Pockets,9-B03680-WHI-00-HN,PYC-83-THUDUC,120.0,120.0
DYC-CH1-220603-La Chocolaterie-55cm,9-B03680-WHI-00-HN,PYC-101-PHOI,1.2958,1.2958
DYC-CH1-220603-La Chocolaterie-58cm,9-B03680-WHI-00-HN,PYC-101-PHOI,2.926,2.926
DYC-CH1-220607-WOO222,9-B03680-WHI-00-HN,PYC-153-PHOI,19.0,19.0
DYC-CH1-220610-Concordia de Bagnes,9-B03680-WHI-00-HN,PYC-143-PHOI,4.1,4.1
DYC-CH1-220622-Rebellion-Opt01,9-B03680-WHI-00-HN,PYC-721-PHOI,4.52,4.52
DYC-CH1-220629-Air-Glaciers SA,9-B03680-WHI-00-HN,PYC-210-PHOI,20.1,20.1
DYC-CH1-220706-Hydra Island,9-B03680-WHI-00-HN,PYC-240-PHOI,2.0,2.0
DYC-CH1-220711-Bruellan-Opt05,9-B03680-WHI-00-HN,PYC-392-PHOI,4.0,4.0
DYC-CH1-220711-Bruellan-Opt06,9-B03680-WHI-00-HN,PYC-392-PHOI,4.0,4.0
DYC-CH1-220711-Bruellan-Opt07,9-B03680-WHI-00-HN,PYC-392-PHOI,4.0,4.0
DYC-CH1-220729-ROCK BAR,9-B03680-WHI-00-HN,PYC-372-PHOI,4.0,4.0
DYC-CH1-220806-La Chocolaterie,9-B03680-WHI-00-HN,PYC-350-PHOI,4.04,4.04
DYC-CH1-220806-La Marlénaz SARL,9-B03680-WHI-00-HN,PYC-448-PHOI,4.04,4.04
DYC-CH1-220806-La Marlénaz SARL-D1,9-B03680-WHI-00-HN,PYC-504-PHOI,6.0,6.0
DYC-CH1-220809-La Cabane Brunet,9-B03680-WHI-00-HN,PYC-372-PHOI,4.0,4.0
DYC-CH1-220810-Air-Glaciers SA,9-B03680-WHI-00-HN,PYC-372-PHOI,20.0,20.0
DYC-CH1-220901-Air-Glaciers SA,9-B03680-WHI-00-HN,PYC-448-PHOI,20.0,20.0
DYC-CH1-220901-La Cordée des Alpes,9-B03680-WHI-00-HN,PYC-477-PHOI,10.0,10.0
DYC-CH1-220909-Club de grimpe de Verbier,9-B03680-WHI-00-HN,PYC-662-PHOI,4.0,4.0
DYC-CH1-220909-No 8 Bed & Bar-Opt04-v1,9-B03680-WHI-00-HN,PYC-782-PHOI,10.0,10.0
DYC-CH1-220909-No 8 Bed & Bar-Opt06-v1,9-B03680-WHI-00-HN,PYC-782-PHOI,10.0,10.0
DYC-CH1-220909-No 8 Bed & Bar-Opt07-v1,9-B03680-WHI-00-HN,PYC-782-PHOI,4.0,4.0
DYC-CH1-220913-Farinet Verbier-Opt02,9-B03680-WHI-00-HN,PYC-739-PHOI,12.0,12.0
DYC-CH1-220913-Farinet Verbier-Opt03-v1,9-B03680-WHI-00-HN,PYC-755-PHOI,6.0,6.0
DYC-CH1-220913-Farinet Verbier-Opt04-v1,9-B03680-WHI-00-HN,PYC-755-PHOI,4.0,4.0
DYC-CH1-220913-Farinet Verbier-Opt05-v2,9-B03680-WHI-00-HN,PYC-755-PHOI,10.0,10.0
DYC-CH1-220921-Le Carrefour- Opt1-v2,9-B03680-WHI-00-HN,PYC-704-PHOI,10.0,10.0
DYC-CH1-220921-Le Corre Real Estate-Opt01-v1,9-B03680-WHI-00-HN,PYC-536-PHOI,4.0,4.0
DYC-CH1-220921-Rebellion-Opt01,9-B03680-WHI-00-HN,PYC-578-PHOI,8.0,8.0
DYC-CH1-220921-Rebellion-Opt02-03-04,9-B03680-WHI-00-HN,PYC-578-PHOI,3.0,3.0
DYC-CH1-220926-Dance Area Geneva,9-B03680-WHI-00-HN,PYC-721-PHOI,4.0,4.0
DYC-CH1-220926-Sto Bene Partners,9-B03680-WHI-00-HN,PYC-721-PHOI,4.0,4.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt02,9-B03680-WHI-00-HN,PYC-697-PHOI,4.0,4.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt03,9-B03680-WHI-00-HN,PYC-603-PHOI,3.88,3.88
DYC-CH1-220927-Xtreme Sports Verbier-Opt04,9-B03680-WHI-00-HN,PYC-603-PHOI,4.08,4.08
DYC-CH1-220927-Xtreme Sports Verbier-Opt07,9-B03680-WHI-00-HN,PYC-697-PHOI,4.0,4.0
DYC-CH1-220929-Farm Club Verbier-Opt02,9-B03680-WHI-00-HN,PYC-631-PHOI,4.0,4.0
DYC-CH1-220929-Farm Club Verbier-Opt07,9-B03680-WHI-00-HN,PYC-631-PHOI,4.0,4.0
DYC-CH1-220929-Farm Club Verbier-Opt07-v1,9-B03680-WHI-00-HN,PYC-686-PHOI,4.0,4.0
DYC-CH1-220929-Farm Club Verbier-Opt09,9-B03680-WHI-00-HN,PYC-631-PHOI,4.0,4.0
DYC-CH1-220929-Mountain Air Verbier-Opt01,9-B03680-WHI-00-HN,PYC-704-PHOI,4.0,4.0
DYC-CH1-220929-Mountain Air Verbier-Opt02,9-B03680-WHI-00-HN,PYC-704-PHOI,4.0,4.0
DYC-CH1-220929-Yachticea,9-B03680-WHI-00-HN,PYC-686-PHOI,4.0,4.0
DYC-CH1-221012-Guggenmusik,9-B03680-WHI-00-HN,PYC-631-PHOI,8.0,8.0
DYC-CH1-221026-Dyna Ecosol,9-B03680-WHI-00-HN,PYC-721-PHOI,4.0,4.0
DYC-CH1-221026-Rebellion-Opt01,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt03,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt04,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt05,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt06,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt07,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221026-Rebellion-Opt08,9-B03680-WHI-00-HN,PYC-766-PHOI,10.0,10.0
DYC-CH1-221111-A Buzzurro,9-B03680-WHI-00-HN,PYC-766-PHOI,4.0,4.0
DYC-US-211118-TCHEBA-Opt 01,9-B03680-WHI-00-HN,PYC-12-PHOI,4.0,4.0
DYC-US-211118-TCHEBA-Opt 02,9-B03680-WHI-00-HN,PYC-12-PHOI,4.0,4.0
DYC-US-211118-TCHEBA-Opt 03,9-B03680-WHI-00-HN,PYC-12-PHOI,4.0,4.0
DYC-US-220222-Cigarette Racing Team-Opt 03- v1-58cm,9-B03680-WHI-00-HN,PYC-73-PHOI,8.588,8.588
DYC-US-220222-Cigarette Racing Team-Opt 03- v1-61cm,9-B03680-WHI-00-HN,PYC-73-PHOI,0.95,0.95
DYC-US-220408-Philippe Shangti-547-Opt01,9-B03680-WHI-00-HN,PYC-125-PHOI,4.0,4.0
DYC-US-220408-Philippe Shangti-547-Opt02,9-B03680-WHI-00-HN,PYC-337-PHOI,4.0,4.0
DYC-US-220408-Philippe Shangti-547-Opt03,9-B03680-WHI-00-HN,PYC-125-PHOI,4.1,4.1
DYC-US-220409-Sealegs-548,9-B03680-WHI-00-HN,PYC-101-PHOI,4.0,4.0
DYC-US-220422-Monbarth-554-Opt01,9-B03680-WHI-00-HN,PYC-104-PHOI,3.8,3.8
DYC-US-220422-Monbarth-554-Opt02,9-B03680-WHI-00-HN,PYC-104-PHOI,4.0,4.0
DYC-US-220422-Monbarth-554-Opt03,9-B03680-WHI-00-HN,PYC-104-PHOI,8.0,8.0
DYC-US-220422-Monbarth-554-Opt04,9-B03680-WHI-00-HN,PYC-104-PHOI,8.0,8.0
DYC-US-220422-Monbarth-554-Opt05,9-B03680-WHI-00-HN,PYC-104-PHOI,6.0,6.0
DYC-US-220422-Monbarth-554-Opt06,9-B03680-WHI-00-HN,PYC-104-PHOI,8.0,8.0
DYC-US-220422-Wally Castro-553,9-B03680-WHI-00-HN,PYC-160-PHOI,40.0,40.0
DYC-US-220425-Ginè Energy-558,9-B03680-WHI-00-HN,PYC-04-PHOI,3.9139,3.9139
DYC-US-220425-Sophia Lopez-556-Opt01,9-B03680-WHI-00-HN,PYC-73-PHOI,4.0,4.0
DYC-US-220425-Sophia Lopez-556-Opt02,9-B03680-WHI-00-HN,PYC-30-PHOI,4.0,4.0
DYC-US-220425-Vendome-557,9-B03680-WHI-00-HN,PYC-03-PHOI,4.0,4.0
DYC-US-220425-Villa Azur St-Tropez-555,9-B03680-WHI-00-HN,PYC-11-PHOI,3.9,3.9
DYC-US-220427-Pop Board Co-559,9-B03680-WHI-00-HN,PYC-73-PHOI,3.8,3.8
DYC-US-220427-Pop Board Co-560,9-B03680-WHI-00-HN,PYC-73-PHOI,3.8,3.8
DYC-US-220428-Championship Swagger-561,9-B03680-WHI-00-HN,PYC-30-PHOI,4.0,4.0
DYC-US-220428-Denison-562,9-B03680-WHI-00-HN,PYC-07-PHOI,4.0,4.0
DYC-US-220428-Denison-562-Opt01,9-B03680-WHI-00-HN,PYC-07-PHOI,10.0,10.0
DYC-US-220428-Denison-562-Opt02,9-B03680-WHI-00-HN,PYC-07-PHOI,10.0,10.0
DYC-US-220506-VN-564,9-B03680-WHI-00-HN,PYC-99-PHOI,4.0,4.0
DYC-US-220507-Rolls Rollin-567,9-B03680-WHI-00-HN,PYC-143-PHOI,4.0,4.0
DYC-US-220507-Sophia Lopez-565-Opt03,9-B03680-WHI-00-HN,PYC-73-PHOI,4.0,4.0
DYC-US-220507-Sophia Lopez-565-Opt04,9-B03680-WHI-00-HN,PYC-102-PHOI,4.0,4.0
DYC-US-220507-Sophia Lopez-565-Opt05,9-B03680-WHI-00-HN,PYC-102-PHOI,4.0,4.0
DYC-US-220514-Galeon-570,9-B03680-WHI-00-HN,PYC-30-PHOI,4.0,4.0
DYC-US-220514-Marine Max-569,9-B03680-WHI-00-HN,PYC-30-PHOI,4.0,4.0
DYC-US-220514-Procom Insurance-571,9-B03680-WHI-00-HN,PYC-30-PHOI,4.0,4.0
DYC-US-220514-The Arsenale-572,9-B03680-WHI-00-HN,PYC-14-PHOI,3.9,3.9
DYC-US-220517-E11even-573-Opt01,9-B03680-WHI-00-HN,PYC-73-PHOI,12.0,12.0
DYC-US-220517-E11even-573-Opt02,9-B03680-WHI-00-HN,PYC-73-PHOI,12.0,12.0
DYC-US-220517-E11even-573-Opt05,9-B03680-WHI-00-HN,PYC-73-PHOI,12.0,12.0
DYC-US-220519-Bagatelle St Tropez-574,9-B03680-WHI-00-HN,PYC-73-PHOI,8.0,8.0
DYC-US-220519-Sophia Lopez-575-Opt01,9-B03680-WHI-00-HN,PYC-102-PHOI,4.0,4.0
DYC-US-220519-Sophia Lopez-575-Opt07,9-B03680-WHI-00-HN,PYC-182-PHOI,3.8,3.8
DYC-US-220520-Doroni Aerospace-576,9-B03680-WHI-00-HN,PYC-146-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt01,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt02,9-B03680-WHI-00-HN,PYC-215-PHOI,9.614,9.614
DYC-US-220520-Whico-577-Opt03,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt04,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt06,9-B03680-WHI-00-HN,PYC-215-PHOI,10.0,10.0
DYC-US-220520-Whico-577-Opt07,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt08,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt09,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt10,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt11,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt12,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt13,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220520-Whico-577-Opt14,9-B03680-WHI-00-HN,PYC-215-PHOI,4.1,4.1
DYC-US-220520-Whico-577-Opt15,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220524-Marine Max-578,9-B03680-WHI-00-HN,PYC-73-PHOI,4.0,4.0
DYC-US-220524-Sea Ray-579,9-B03680-WHI-00-HN,PYC-73-PHOI,4.0,4.0
DYC-US-220525-Allied Marine-580-Opt04,9-B03680-WHI-00-HN,PYC-73-PHOI,8.1,8.1
DYC-US-220525-Allied Marine-580-Opt05,9-B03680-WHI-00-HN,PYC-73-PHOI,4.0,4.0
DYC-US-220527-Soflo-581,9-B03680-WHI-00-HN,PYC-73-PHOI,3.8,3.8
DYC-US-220602-HMY-582,9-B03680-WHI-00-HN,PYC-102-PHOI,22.0,22.0
DYC-US-220602-HMY-583,9-B03680-WHI-00-HN,PYC-125-PHOI,22.0,22.0
DYC-US-220603-James Campbell Insurance-584,9-B03680-WHI-00-HN,PYC-240-PHOI,4.0,4.0
DYC-US-220604-Fraser-585,9-B03680-WHI-00-HN,PYC-210-PHOI,40.0,40.0
DYC-US-220604-Worth Avenue Yachts-586,9-B03680-WHI-00-HN,PYC-132-PHOI,4.4,4.4
DYC-US-220608-Soflo-621-Opt03-v1,9-B03680-WHI-00-HN,PYC-590-PHOI,3.8,3.8
DYC-US-220608-Soflo-621-Opt04-v1,9-B03680-WHI-00-HN,PYC-553-PHOI,4.0,4.0
DYC-US-220616-E11even-587-Opt01,9-B03680-WHI-00-HN,PYC-154-PHOI,6.0,6.0
DYC-US-220616-E11even-587-Opt03,9-B03680-WHI-00-HN,PYC-154-PHOI,12.0,12.0
DYC-US-220616-E11even-587-Opt11,9-B03680-WHI-00-HN,PYC-154-PHOI,12.1,12.1
DYC-US-220616-E11even-587-Opt12,9-B03680-WHI-00-HN,PYC-154-PHOI,8.0,8.0
DYC-US-220616-Paradise Landing-588-Opt01,9-B03680-WHI-00-HN,PYC-249-PHOI,5.04,5.04
DYC-US-220616-Paradise Landing-588-Opt02,9-B03680-WHI-00-HN,PYC-249-PHOI,5.04,5.04
DYC-US-220622-Championship Swager-589,9-B03680-WHI-00-HN,PYC-275-PHOI,4.0,4.0
DYC-US-220622-Dripped Out Fishing-590,9-B03680-WHI-00-HN,PYC-391-PHOI,4.0,4.0
DYC-US-220622-Soflo Jeeps-591,9-B03680-WHI-00-HN,PYC-160-PHOI,4.0,4.0
DYC-US-220624-Ready Lift-592,9-B03680-WHI-00-HN,PYC-182-PHOI,10.0,10.0
DYC-US-220628-SBE-593,9-B03680-WHI-00-HN,PYC-289-PHOI,4.0,4.0
DYC-US-220630-Holman-594-Opt01,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220630-Holman-594-Opt02,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220630-Holman-594-Opt03,9-B03680-WHI-00-HN,PYC-215-PHOI,4.0,4.0
DYC-US-220706-Burger Palace-595,9-B03680-WHI-00-HN,PYC-448-PHOI,8.0,8.0
DYC-US-220712-Wally Castro-596,9-B03680-WHI-00-HN,PYC-240-PHOI,4.0,4.0
DYC-US-220714-BIC UKRAINE-Opt01,9-B03680-WHI-00-HN,PYC-247-PHOI,4.0,4.0
DYC-US-220714-BIC UKRAINE-Opt02,9-B03680-WHI-00-HN,PYC-247-PHOI,3.8,3.8
DYC-US-220722-Rally 2 Race-597,9-B03680-WHI-00-HN,PYC-282-PHOI,8.0,8.0
DYC-US-220723-E11even Vodka-600,9-B03680-WHI-00-HN,PYC-288-PHOI,10.0,10.0
DYC-US-220723-Eaglerider-599-Opt01,9-B03680-WHI-00-HN,PYC-137-THUDUC,10.12,10.12
DYC-US-220723-Eaglerider-599-Opt02,9-B03680-WHI-00-HN,PYC-137-THUDUC,10.12,10.12
DYC-US-220723-Intrepid-598-Opt01,9-B03680-WHI-00-HN,PYC-282-PHOI,4.0,4.0
DYC-US-220723-Intrepid-598-Opt02,9-B03680-WHI-00-HN,PYC-288-PHOI,4.0,4.0
DYC-US-220723-Intrepid-598-Opt03,9-B03680-WHI-00-HN,PYC-282-PHOI,4.0,4.0
DYC-US-220723-Intrepid-598-Opt04,9-B03680-WHI-00-HN,PYC-288-PHOI,4.0,4.0
DYC-US-220726-Spectrum Voip-601,9-B03680-WHI-00-HN,PYC-415-PHOI,10.0,10.0
DYC-US-220727-K1 Speed-602-Opt01,9-B03680-WHI-00-HN,PYC-318-PHOI,4.12,4.12
DYC-US-220727-K1 Speed-602-Opt02,9-B03680-WHI-00-HN,PYC-441-PHOI,3.91,3.91
DYC-US-220727-K1 Speed-602-Opt03,9-B03680-WHI-00-HN,PYC-318-PHOI,4.0,4.0
DYC-US-220727-K1 Speed-602-Opt04,9-B03680-WHI-00-HN,PYC-318-PHOI,4.0,4.0
DYC-US-220727-K1 Speed-602-Opt05,9-B03680-WHI-00-HN,PYC-441-PHOI,4.12,4.12
DYC-US-220728-Exotic Frenchie Gang-604-Opt01,9-B03680-WHI-00-HN,PYC-429-PHOI,4.0,4.0
DYC-US-220728-Exotic Frenchie Gang-604-Opt02,9-B03680-WHI-00-HN,PYC-318-PHOI,4.0,4.0
DYC-US-220728-FGI-603-Opt01,9-B03680-WHI-00-HN,PYC-342-PHOI,3.8,3.8
DYC-US-220728-FGI-603-Opt02,9-B03680-WHI-00-HN,PYC-342-PHOI,3.8,3.8
DYC-US-220730-303-605,9-B03680-WHI-00-HN,PYC-182-THUDUC,4.0,4.0
DYC-US-220803-Wally Castro-606,9-B03680-WHI-00-HN,PYC-448-PHOI,4.0,4.0
DYC-US-220804-Wally Castro-607,9-B03680-WHI-00-HN,PYC-363-PHOI,4.0,4.0
DYC-US-220806-Championship Swagger-608,9-B03680-WHI-00-HN,PYC-487-PHOI,4.0,4.0
DYC-US-220806-Vendome-609-Opt05,9-B03680-WHI-00-HN,PYC-350-PHOI,4.0,4.0
DYC-US-220806-Vendome-609-Opt07,9-B03680-WHI-00-HN,PYC-350-PHOI,4.0,4.0
DYC-US-220806-Westport Yachts-610,9-B03680-WHI-00-HN,PYC-372-PHOI,5.0,5.0
DYC-US-220809-Alpreneur-612-v1,9-B03680-WHI-00-HN,PYC-511-PHOI,4.0,4.0
DYC-US-220812-Pescaderia-613,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220816-Honda-616,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220816-Luence-614-Opt01-v1,9-B03680-WHI-00-HN,PYC-803-PHOI,4.0,4.0
DYC-US-220816-Luence-614-Opt02-v1,9-B03680-WHI-00-HN,PYC-803-PHOI,4.0,4.0
DYC-US-220816-Luence-614-Opt03-v1,9-B03680-WHI-00-HN,PYC-803-PHOI,4.0,4.0
DYC-US-220816-Luence-614-Opt04-v1,9-B03680-WHI-00-HN,PYC-803-PHOI,4.0,4.0
DYC-US-220816-Mad Club-615-Opt02,9-B03680-WHI-00-HN,PYC-415-PHOI,4.12,4.12
DYC-US-220816-Mad Club-615-Opt04,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220816-Mad Club-615-Opt09,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220816-Mad Club-615-Opt11,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220817-Engineer Sales-617,9-B03680-WHI-00-HN,PYC-415-PHOI,5.0,5.0
DYC-US-220817-MVMT-618,9-B03680-WHI-00-HN,PYC-415-PHOI,4.0,4.0
DYC-US-220818-Boston Whaler-620,9-B03680-WHI-00-HN,PYC-590-PHOI,3.8,3.8
DYC-US-220818-E11even-619-Opt01,9-B03680-WHI-00-HN,PYC-425-PHOI,8.0,8.0
DYC-US-220818-E11even-619-Opt02,9-B03680-WHI-00-HN,PYC-425-PHOI,8.0,8.0
DYC-US-220818-E11even-619-Opt03,9-B03680-WHI-00-HN,PYC-425-PHOI,8.0,8.0
DYC-US-220818-E11even-619-Opt04,9-B03680-WHI-00-HN,PYC-425-PHOI,5.0,5.0
DYC-US-220818-E11even-619-Opt05,9-B03680-WHI-00-HN,PYC-425-PHOI,4.0,4.0
DYC-US-220818-E11even-619-Opt06,9-B03680-WHI-00-HN,PYC-425-PHOI,4.0,4.0
DYC-US-220818-E11even-619-Opt07,9-B03680-WHI-00-HN,PYC-425-PHOI,4.12,4.12
DYC-US-220818-E11even-619-Opt08,9-B03680-WHI-00-HN,PYC-425-PHOI,8.0,8.0
DYC-US-220818-E11even-619-Opt09,9-B03680-WHI-00-HN,PYC-425-PHOI,4.0,4.0
DYC-US-220818-E11even-647-Opt02,9-B03680-WHI-00-HN,PYC-600-PHOI,12.12,12.12
DYC-US-220826-Vendome-609-Opt09,9-B03680-WHI-00-HN,PYC-517-PHOI,4.0,4.0
DYC-US-220828-Family & Friends Fishing-622,9-B03680-WHI-00-HN,PYC-595-PHOI,6.0,6.0
DYC-US-220828-Mission of Action-623,9-B03680-WHI-00-HN,PYC-590-PHOI,4.08,4.08
DYC-US-220828-Monbarth-625-Opt01,9-B03680-WHI-00-HN,PYC-601-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt02,9-B03680-WHI-00-HN,PYC-601-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt03,9-B03680-WHI-00-HN,PYC-601-PHOI,6.08,6.08
DYC-US-220828-Monbarth-625-Opt04,9-B03680-WHI-00-HN,PYC-601-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt05,9-B03680-WHI-00-HN,PYC-601-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt06,9-B03680-WHI-00-HN,PYC-608-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt07,9-B03680-WHI-00-HN,PYC-608-PHOI,6.0,6.0
DYC-US-220828-Monbarth-625-Opt08,9-B03680-WHI-00-HN,PYC-624-PHOI,6.0,6.0
DYC-US-220828-Monbarth-625-Opt09,9-B03680-WHI-00-HN,PYC-624-PHOI,6.0,6.0
DYC-US-220828-Monbarth-625-Opt10,9-B03680-WHI-00-HN,PYC-601-PHOI,5.78,5.78
DYC-US-220828-Monbarth-625-Opt12,9-B03680-WHI-00-HN,PYC-601-PHOI,5.0,5.0
DYC-US-220828-Monbarth-625-Opt13,9-B03680-WHI-00-HN,PYC-601-PHOI,4.88,4.88
DYC-US-220828-Wally Castro-624-Opt03,9-B03680-WHI-00-HN,PYC-553-PHOI,4.0,4.0
DYC-US-220828-Wally Castro-624-Opt04,9-B03680-WHI-00-HN,PYC-590-PHOI,3.88,3.88
DYC-US-220901-Lightning Transport-627-Opt09,9-B03680-WHI-00-HN,PYC-590-PHOI,4.0,4.0
DYC-US-220901-Lightning Transport-627-Opt10,9-B03680-WHI-00-HN,PYC-590-PHOI,4.0,4.0
DYC-US-220901-Lightning Transport-627-Opt11,9-B03680-WHI-00-HN,PYC-590-PHOI,4.0,4.0
DYC-US-220901-Riviera Tennis Center-626-Opt08,9-B03680-WHI-00-HN,PYC-578-PHOI,4.0,4.0
DYC-US-220901-Riviera Tennis Center-626-Opt09,9-B03680-WHI-00-HN,PYC-578-PHOI,4.0,4.0
DYC-US-220901-Riviera Tennis Center-626-Opt11,9-B03680-WHI-00-HN,PYC-578-PHOI,4.0,4.0
DYC-US-220909-Championship Swagger-629-Opt01,9-B03680-WHI-00-HN,PYC-511-PHOI,4.0,4.0
DYC-US-220909-Championship Swagger-629-Opt02,9-B03680-WHI-00-HN,PYC-511-PHOI,3.8,3.8
DYC-US-220909-Championship Swagger-629-Opt03,9-B03680-WHI-00-HN,PYC-511-PHOI,3.8,3.8
DYC-US-220909-Double R Performance-632,9-B03680-WHI-00-HN,PYC-538-PHOI,4.0,4.0
DYC-US-220909-La Santa Taqueria-631,9-B03680-WHI-00-HN,PYC-721-PHOI,4.0,4.0
DYC-US-220909-Soflo-628,9-B03680-WHI-00-HN,PYC-536-PHOI,4.0,4.0
DYC-US-220912-Denison-634-Opt01,9-B03680-WHI-00-HN,PYC-535-PHOI,10.0,10.0
DYC-US-220912-Denison-634-Opt02,9-B03680-WHI-00-HN,PYC-511-PHOI,10.0,10.0
DYC-US-220912-Denison-634-Opt03,9-B03680-WHI-00-HN,PYC-193-THUDUC,10.0,10.0
DYC-US-220912-FGI-633-Opt01,9-B03680-WHI-00-HN,PYC-511-PHOI,4.0,4.0
DYC-US-220912-FGI-633-Opt02,9-B03680-WHI-00-HN,PYC-193-THUDUC,7.6,7.6
DYC-US-220919-Blacktiph-635-Opt01,9-B03680-WHI-00-HN,PYC-673-PHOI,4.0,4.0
DYC-US-220919-Blacktiph-635-Opt02,9-B03680-WHI-00-HN,PYC-673-PHOI,4.0,4.0
DYC-US-220919-Blacktiph-635-Opt03,9-B03680-WHI-00-HN,PYC-673-PHOI,4.0,4.0
